,1907-10-01 00:00:00,108,13.5,7.9,20.7
584,1909-05-08,108,14.2,6.8,21.6
585,1909-05-09,108,17.0,9.4,25.7
586,1909-05-10,108,17.0,12.1,23.4
587,1909-05-11,108,11.3,9.0,14.5
588,1909-05-12,108,13.0,6.8,20.2
589,1909-05-13,108,14.2,8.0,21.2
590,1909-05-14,108,14.4,10.3,19.8
591,1909-05-15,108,14.1,8.4,21.1
592,1909-05-16,108,15.3,10.0,22.0
593,1909-05-17,108,15.4,9.2,23.4
594,1909-05-18,108,16.0,11.2,23.1
595,1909-05-19,108,15.3,10.7,21.5
596,1909-05-20,108,15.2,9.7,21.1
597,1909-05-21,108,16.2,9.8,23.4
598,1909-05-22,108,17.2,10.7,25.2
599,1909-05-23,108,16.9,10.9,24.3
600,1909-05-24,108,19.5,15.2,24.8
601,1909-05-25,108,16.7,12.3,21.4
602,1909-05-26,108,13.4,8.9,19.7
603,1909-05-27,108,14.7,10.2,18.7
604,1909-05-28,108,15.0,10.7,21.2
605,1909-05-29,108,18.8,8.8,29.4
606,1909-05-30,108,20.8,13.7,29.8
607,1909-05-31,108,21.7,14.4,29.6
608,1909-06-01,108,22.6,15.2,31.7
609,1909-06-02,108,22.0,14.5,31.4
610,1909-06-03,108,22.1,15.7,31.4
611,1909-06-04,108,18.6,17.4,20.0
612,1909-06-05,108,18.0,17.2,19.3
613,1909-06-06,108,19.0,15.7,24.0
614,1909-06-07,108,18.0,13.5,24.1
615,1909-06-08,108,18.1,12.4,23.8
616,1909-06-09,108,18.9,14.8,23.8
617,1909-06-10,108,18.1,11.2,26.0
618,1909-06-11,108,18.4,12.4,25.8
619,1909-06-12,108,18.5,11.7,25.6
620,1909-06-13,108,20.3,15.8,26.1
621,1909-06-14,108,19.6,15.8,26.0
622,1909-06-15,108,19.6,13.1,27.4
623,1909-06-16,108,20.0,16.7,24.9
624,1909-06-17,108,20.3,13.5,27.2
625,1909-06-18,108,21.4,14.9,28.0
626,1909-06-19,108,22.5,16.3,30.1
627,1909-06-20,108,21.4,17.5,27.0
628,1909-06-21,108,22.3,16.2,29.8
629,1909-06-22,108,22.2,15.5,29.1
630,1909-06-23,108,22.1,17.0,30.0
631,1909-06-24,108,21.5,18.3,26.6
632,1909-06-25,108,22.0,18.5,27.9
633,1909-06-26,108,22.4,18.8,28.0
634,1909-06-27,108,22.4,18.8,27.0
635,1909-06-28,108,21.8,19.3,25.9
636,1909-06-29,108,21.6,18.2,27.0
637,1909-06-30,108,21.3,18.3,25.5
638,1909-07-01,108,22.2,18.3,27.5
639,1909-07-02,108,20.7,16.4,26.5
640,1909-07-03,108,22.2,16.0,28.3
641,1909-07-04,108,21.9,15.6,29.1
642,1909-07-05,108,22.5,15.4,31.0
643,1909-07-06,108,18.2,17.0,20.8
644,1909-07-07,108,20.1,18.0,23.4
645,1909-07-08,108,23.0,18.4,28.2
646,1909-07-09,108,24.1,20.6,28.8
647,1909-07-10,108,24.5,20.4,28.4
648,1909-07-11,108,22.5,20.4,25.0
649,1909-07-12,108,21.2,20.3,23.5
650,1909-07-13,108,25.5,20.4,30.3
651,1909-07-14,108,26.7,24.6,29.8
652,1909-07-15,108,26.6,23.7,30.4
653,1909-07-16,108,26.2,23.9,30.1
654,1909-07-17,108,26.5,23.6,30.8
655,1909-07-18,108,24.2,23.6,25.8
656,1909-07-19,108,26.2,23.5,30.0
657,1909-07-20,108,26.4,24.9,28.9
658,1909-07-21,108,25.4,23.7,27.8
659,1909-07-22,108,25.3,22.5,29.9
660,1909-07-23,108,26.1,22.2,31.8
661,1909-07-24,108,26.6,24.0,30.0
662,1909-07-25,108,26.8,24.5,29.9
663,1909-07-26,108,26.4,24.5,30.4
664,1909-07-27,108,26.6,24.3,30.7
665,1909-07-28,108,26.8,24.1,30.9
666,1909-07-29,108,27.0,23.0,31.6
667,1909-07-30,108,26.1,23.0,31.2
668,1909-07-31,108,26.7,22.8,30.7
669,1909-08-01,108,26.5,22.3,32.3
670,1909-08-02,108,24.5,22.7,27.5
671,1909-08-03,108,25.4,22.6,31.7
672,1909-08-04,108,26.4,21.1,33.2
673,1909-08-05,108,28.5,22.9,34.5
674,1909-08-06,108,27.4,23.3,31.7
675,1909-08-07,108,27.3,24.7,30.2
676,1909-08-08,108,29.5,25.3,35.6
677,1909-08-09,108,29.7,25.6,34.8
678,1909-08-10,108,28.1,23.7,33.0
679,1909-08-11,108,25.6,21.4,30.8
680,1909-08-12,108,24.4,22.7,27.8
681,1909-08-13,108,23.4,21.7,24.8
682,1909-08-14,108,22.3,21.5,23.9
683,1909-08-15,108,22.5,21.4,23.8
684,1909-08-16,108,22.5,20.4,25.3
685,1909-08-17,108,23.7,20.2,27.3
686,1909-08-18,108,24.5,21.1,28.3
687,1909-08-19,108,25.0,21.3,30.3
688,1909-08-20,108,25.7,22.5,30.3
689,1909-08-21,108,25.3,22.5,30.0
690,1909-08-22,108,25.9,22.7,30.0
691,1909-08-23,108,24.4,21.6,27.7
692,1909-08-24,108,25.1,21.8,30.9
693,1909-08-25,108,23.1,21.6,25.3
694,1909-08-26,108,23.9,22.6,26.8
695,1909-08-27,108,25.3,22.6,29.1
696,1909-08-28,108,25.3,22.3,30.5
697,1909-08-29,108,25.7,21.7,30.6
698,1909-08-30,108,25.2,22.2,29.5
699,1909-08-31,108,22.7,19.8,26.5
700,1909-09-01,108,19.9,14.6,26.9
701,1909-09-02,108,19.0,15.0,24.5
702,1909-09-03,108,19.8,15.8,25.5
703,1909-09-04,108,21.1,17.2,26.5
704,1909-09-05,108,20.1,16.1,25.1
705,1909-09-06,108,21.0,14.5,29.0
706,1909-09-07,108,21.8,16.4,28.8
707,1909-09-08,108,18.7,13.9,25.0
708,1909-09-09,108,17.0,11.3,25.3
709,1909-09-10,108,19.2,13.3,25.6
710,1909-09-11,108,18.0,12.5,25.7
711,1909-09-12,108,19.6,12.1,26.7
712,1909-09-13,108,21.0,15.4,28.4
713,1909-09-14,108,23.0,17.0,27.9
714,1909-09-15,108,20.4,18.7,22.5
715,1909-09-16,108,19.3,16.7,22.4
716,1909-09-17,108,21.1,18.2,25.3
717,1909-09-18,108,22.1,19.0,24.7
718,1909-09-19,108,23.2,19.4,29.5
719,1909-09-20,108,22.4,17.9,27.8
720,1909-09-21,108,21.0,16.7,26.8
721,1909-09-22,108,21.2,16.6,26.8
722,1909-09-23,108,20.3,18.6,25.0
723,1909-09-24,108,20.2,17.6,23.9
724,1909-09-25,108,19.6,16.1,25.7
725,1909-09-26,108,19.0,16.1,22.8
726,1909-09-27,108,19.1,13.2,24.8
727,1909-09-28,108,20.0,16.2,26.2
728,1909-09-29,108,20.0,16.3,25.4
729,1909-09-30,108,16.5,10.1,23.5
730,1909-10-01,108,17.0,9.0,24.4
731,1909-10-02,108,17.9,12.9,24.8
732,1909-10-03,108,18.1,11.2,26.5
733,1909-10-04,108,15.8,12.2,21.0
734,1909-10-05,108,11.8,7.2,17.9
735,1909-10-06,108,11.2,6.4,18.2
736,1909-10-07,108,12.0,4.9,20.5
737,1909-10-08,108,13.7,6.4,22.4
738,1909-10-09,108,14.2,8.4,19.7
739,1909-10-10,108,16.5,11.5,21.5
740,1909-10-11,108,14.2,7.9,21.5
741,1909-10-12,108,15.6,11.1,22.4
742,1909-10-13,108,14.5,9.7,17.7
743,1909-10-14,108,10.7,4.7,16.1
744,1909-10-15,108,10.4,3.2,18.3
745,1909-10-16,108,15.0,7.9,23.2
746,1909-10-17,108,15.3,8.0,22.8
747,1909-10-18,108,16.0,8.8,21.3
748,1909-10-19,108,12.5,8.8,16.4
749,1909-10-20,108,9.9,6.1,16.0
750,1909-10-21,108,9.3,2.3,15.9
751,1909-10-22,108,10.5,6.4,15.2
752,1909-10-23,108,7.6,1.6,14.7
753,1909-10-24,108,9.7,0.5,17.7
754,1909-10-25,108,11.5,4.6,16.9
755,1909-10-26,108,10.7,8.2,13.0
756,1909-10-27,108,9.7,5.6,15.7
757,1909-10-28,108,7.8,3.8,12.0
758,1909-10-29,108,4.9,0.0,9.2
759,1909-10-30,108,6.5,-0.8,14.3
760,1909-10-31,108,8.5,5.0,12.9
761,1909-11-01,108,8.6,3.3,15.4
762,1909-11-02,108,11.0,5.2,19.1
763,1909-11-03,108,12.8,5.5,20.3
764,1909-11-04,108,1.7,-2.7,8.9
765,1909-11-05,108,1.1,-5.2,6.6
766,1909-11-06,108,1.2,-4.9,8.9
767,1909-11-07,108,5.6,-2.5,8.6
768,1909-11-08,108,9.3,4.4,11.7
769,1909-11-09,108,9.8,8.7,12.0
770,1909-11-10,108,6.3,0.5,10.1
771,1909-11-11,108,2.3,-2.6,8.3
772,1909-11-12,108,6.1,-1.7,13.2
773,1909-11-13,108,8.4,1.8,15.3
774,1909-11-14,108,7.4,1.0,13.7
775,1909-11-15,108,8.2,2.5,14.3
776,1909-11-16,108,6.3,-1.7,12.1
777,1909-11-17,108,7.4,0.4,14.8
778,1909-11-18,108,1.1,-3.7,8.7
779,1909-11-19,108,4.3,-4.7,10.5
780,1909-11-20,108,5.4,0.5,10.6
781,1909-11-21,108,5.8,-1.7,13.4
782,1909-11-22,108,9.2,2.3,18.1
783,1909-11-23,108,10.0,2.2,18.5
784,1909-11-24,108,-1.1,-4.5,7.2
785,1909-11-25,108,-3.3,-6.8,0.8
786,1909-11-26,108,3.0,-3.5,9.3
787,1909-11-27,108,5.6,-1.8,11.0
788,1909-11-28,108,7.1,-0.7,12.4
789,1909-11-29,108,0.9,-5.7,12.2
790,1909-11-30,108,-5.4,-7.0,-2.8
791,1909-12-01,108,-4.0,-6.1,-0.3
792,1909-12-02,108,-4.4,-8.5,-0.6
793,1909-12-03,108,-4.8,-7.8,-1.0
794,1909-12-04,108,-1.0,-7.3,3.3
795,1909-12-05,108,2.4,-0.6,6.2
796,1909-12-06,108,1.1,-2.4,4.4
797,1909-12-07,108,1.9,-0.5,6.2
798,1909-12-08,108,0.9,-3.0,4.4
799,1909-12-09,108,-4.2,-7.6,-0.3
800,1909-12-10,108,-6.2,-11.1,-1.4
801,1909-12-11,108,-7.8,-10.5,-4.0
802,1909-12-12,108,-4.6,-11.2,-0.1
803,1909-12-13,108,-9.0,-12.4,-2.8
804,1909-12-14,108,-10.7,-14.3,-6.4
805,1909-12-15,108,-8.1,-13.9,-3.3
806,1909-12-16,108,-8.1,-13.3,-2.2
807,1909-12-17,108,-5.7,-12.9,-0.8
808,1909-12-18,108,-4.2,-9.7,2.5
809,1909-12-19,108,-2.7,-9.5,4.5
810,1909-12-20,108,-0.5,-3.3,2.8
811,1909-12-21,108,-0.2,-5.6,2.7
812,1909-12-22,108,-2.4,-10.2,3.3
813,1909-12-23,108,-5.0,-9.9,2.7
814,1909-12-24,108,-9.2,-12.3,-5.7
815,1909-12-25,108,-9.9,-12.5,-6.0
816,1909-12-26,108,-9.0,-14.6,-3.0
817,1909-12-27,108,-4.2,-12.2,0.5
818,1909-12-28,108,1.9,-0.8,3.3
819,1909-12-29,108,2.7,0.6,5.7
820,1909-12-30,108,3.0,0.7,4.8
821,1909-12-31,108,5.6,0.6,11.0
822,1910-01-01,108,-5.2,-6.6,0.6
823,1910-01-02,108,-7.2,-9.4,-4.3
824,1910-01-03,108,-1.2,-8.2,3.4
825,1910-01-04,108,3.2,0.4,8.0
826,1910-01-05,108,2.5,-0.3,7.5
827,1910-01-06,108,3.7,-0.3,7.7
828,1910-01-07,108,3.0,-0.1,6.8
829,1910-01-08,108,1.6,0.5,5.7
830,1910-01-09,108,-0.3,-2.0,1.9
831,1910-01-10,108,1.2,-2.8,4.5
832,1910-01-11,108,3.1,0.1,7.4
833,1910-01-12,108,1.4,-1.7,5.4
834,1910-01-13,108,2.4,-1.7,6.9
835,1910-01-14,108,2.9,-0.3,6.6
836,1910-01-15,108,-3.1,-6.7,-0.3
837,1910-01-16,108,-7.8,-9.9,-5.2
838,1910-01-17,108,-8.5,-11.3,-6.0
839,1910-01-18,108,-8.0,-12.4,-3.0
840,1910-01-19,108,-4.5,-10.9,-0.1
841,1910-01-20,108,1.4,-2.2,4.6
842,1910-01-21,108,1.0,0.1,2.8
843,1910-01-22,108,-0.3,-2.3,1.3
844,1910-01-23,108,-4.5,-7.2,0.6
845,1910-01-24,108,-5.9,-10.3,-1.2
846,1910-01-25,108,-5.4,-10.6,-0.6
847,1910-01-26,108,-2.3,-7.1,2.8
848,1910-01-27,108,-0.3,-3.7,3.3
849,1910-01-28,108,-0.2,-3.7,3.2
850,1910-01-29,108,-2.1,-4.8,0.1
851,1910-01-30,108,-15.2,-18.5,-1.6
852,1910-01-31,108,-15.4,-19.9,-11.0
853,1910-02-01,108,-15.3,-17.8,-11.5
854,1910-02-02,108,-12.8,-19.6,-7.4
855,1910-02-03,108,-5.1,-8.9,0.6
856,1910-02-04,108,-8.3,-13.1,-3.4
857,1910-02-05,108,-4.8,-10.3,1.2
858,1910-02-06,108,-2.1,-8.0,3.2
859,1910-02-07,108,0.8,-2.3,5.0
860,1910-02-08,108,-1.6,-5.9,4.0
861,1910-02-09,108,-4.1,-8.4,1.3
862,1910-02-10,108,-8.3,-12.2,-3.7
863,1910-02-11,108,-7.2,-12.0,-2.0
864,1910-02-12,108,-5.1,-11.8,0.2
865,1910-02-13,108,-3.2,-6.2,0.9
866,1910-02-14,108,-3.1,-10.1,2.8
867,1910-02-15,108,-0.7,-6.7,6.0
868,1910-02-16,108,0.3,-2.2,4.3
869,1910-02-17,108,-0.1,-4.0,5.4
870,1910-02-18,108,-1.2,-6.8,5.3
871,1910-02-19,108,-2.0,-5.5,2.6
872,1910-02-20,108,-4.9,-7.3,-1.0
873,1910-02-21,108,-4.2,-8.8,1.5
874,1910-02-22,108,-3.7,-9.8,2.5
875,1910-02-23,108,-2.2,-8.4,4.4
876,1910-02-24,108,0.3,-6.8,7.8
877,1910-02-25,108,3.0,-0.9,8.3
878,1910-02-26,108,1.2,-3.4,5.4
879,1910-02-27,108,-1.4,-6.9,4.3
880,1910-02-28,108,0.4,-4.8,7.3
881,1910-03-01,108,-0.2,-6.2,7.1
882,1910-03-02,108,-0.6,-3.9,3.5
883,1910-03-03,108,-1.6,-7.3,2.7
884,1910-03-04,108,-3.7,-6.2,1.0
885,1910-03-05,108,-2.9,-8.3,0.9
886,1910-03-06,108,-3.1,-8.6,2.0
887,1910-03-07,108,-1.4,-8.0,5.4
888,1910-03-08,108,-0.1,-5.3,5.5
889,1910-03-09,108,-0.8,-7.4,6.1
890,1910-03-10,108,0.6,-6.7,8.0
891,1910-03-11,108,0.3,-2.7,3.8
892,1910-03-12,108,-0.2,-5.1,5.7
893,1910-03-13,108,0.4,-6.4,7.8
894,1910-03-14,108,5.9,-4.1,14.7
895,1910-03-15,108,6.6,0.5,10.6
896,1910-03-16,108,1.7,-1.2,5.5
897,1910-03-17,108,1.3,-4.3,8.6
898,1910-03-18,108,1.6,-3.3,7.3
899,1910-03-19,108,4.8,-1.2,11.6
900,1910-03-20,108,6.6,2.5,12.3
901,1910-03-21,108,6.5,0.9,11.0
902,1910-03-22,108,6.5,4.0,10.8
903,1910-03-23,108,3.9,0.8,8.4
904,1910-03-24,108,2.9,-3.4,9.1
905,1910-03-25,108,9.1,4.1,15.0
906,1910-03-26,108,7.4,4.5,11.2
907,1910-03-27,108,7.7,3.1,13.0
908,1910-03-28,108,6.2,1.7,11.0
909,1910-03-29,108,6.5,2.1,11.4
910,1910-03-30,108,2.2,-1.1,5.8
911,1910-03-31,108,1.9,-3.7,7.0
912,1910-04-01,108,4.1,-0.3,7.8
913,1910-04-02,108,5.1,2.7,10.4
914,1910-04-03,108,4.8,-0.6,11.5
915,1910-04-04,108,4.8,-0.5,11.0
916,1910-04-05,108,5.5,-1.2,13.2
917,1910-04-06,108,7.6,-1.4,16.9
918,1910-04-07,108,10.2,2.8,17.3
919,1910-04-08,108,11.0,7.5,16.5
920,1910-04-09,108,10.6,6.7,17.0
921,1910-04-10,108,9.1,4.8,14.2
922,1910-04-11,108,9.4,1.9,16.7
923,1910-04-12,108,8.0,0.5,16.0
924,1910-04-13,108,8.5,2.7,15.3
925,1910-04-14,108,2.0,-0.2,7.3
926,1910-04-15,108,8.1,-1.8,17.3
927,1910-04-16,108,13.8,5.6,23.0
928,1910-04-17,108,16.1,10.4,22.3
929,1910-04-18,108,12.6,10.0,17.9
930,1910-04-19,108,13.8,6.0,22.2
931,1910-04-20,108,15.4,9.2,22.1
932,1910-04-21,108,11.1,9.6,14.5
933,1910-04-22,108,12.9,7.5,19.8
934,1910-04-23,108,14.7,7.8,22.7
935,1910-04-24,108,10.8,9.3,14.1
936,1910-04-25,108,11.3,7.3,17.0
937,1910-04-26,108,10.5,3.7,17.7
938,1910-04-27,108,13.1,4.3,20.7
939,1910-04-28,108,12.8,7.7,18.7
940,1910-04-29,108,8.3,3.0,15.3
941,1910-04-30,108,10.6,2.9,19.1
942,1910-05-01,108,14.4,8.4,19.1
943,1910-05-02,108,13.9,8.4,19.9
944,1910-05-03,108,14.3,8.4,21.7
945,1910-05-04,108,11.5,7.8,16.3
946,1910-05-05,108,14.1,7.5,21.6
947,1910-05-06,108,15.3,7.1,25.4
948,1910-05-07,108,14.2,8.7,20.6
949,1910-05-08,108,15.7,11.4,22.0
950,1910-05-09,108,18.4,11.1,26.0
951,1910-05-10,108,19.7,14.3,27.4
952,1910-05-11,108,18.5,12.6,28.0
953,1910-05-12,108,16.4,11.4,24.1
954,1910-05-13,108,14.9,10.9,22.8
955,1910-05-14,108,14.8,8.7,21.2
956,1910-05-15,108,17.7,11.6,26.2
957,1910-05-16,108,15.0,11.3,21.0
958,1910-05-17,108,13.0,8.5,22.0
959,1910-05-18,108,15.0,10.3,22.0
960,1910-05-19,108,13.8,5.9,22.7
961,1910-05-20,108,15.2,7.4,24.3
962,1910-05-21,108,16.1,7.9,25.3
963,1910-05-22,108,16.9,8.7,26.7
964,1910-05-23,108,17.3,10.0,26.5
965,1910-05-24,108,14.5,10.7,20.2
966,1910-05-25,108,15.9,7.5,25.0
967,1910-05-26,108,18.3,10.5,27.5
968,1910-05-27,108,19.9,13.5,29.1
969,1910-05-28,108,21.3,12.0,31.0
970,1910-05-29,108,19.4,13.3,28.9
971,1910-05-30,108,19.4,13.9,27.2
972,1910-05-31,108,21.8,13.7,30.6
973,1910-06-01,108,18.9,15.6,23.5
974,1910-06-02,108,18.3,14.8,24.3
975,1910-06-03,108,16.9,14.4,20.5
976,1910-06-04,108,18.5,13.3,23.4
977,1910-06-05,108,15.8,12.4,20.2
978,1910-06-06,108,17.6,14.7,22.3
979,1910-06-07,108,17.9,14.2,23.1
980,1910-06-08,108,19.0,13.2,26.3
981,1910-06-09,108,20.3,13.4,27.6
982,1910-06-10,108,20.0,13.7,26.7
983,1910-06-11,108,22.7,15.5,31.2
984,1910-06-12,108,20.1,17.4,23.9
985,1910-06-13,108,18.9,15.3,24.2
986,1910-06-14,108,20.2,14.9,26.1
987,1910-06-15,108,21.4,17.8,26.5
988,1910-06-16,108,21.5,19.0,26.0
989,1910-06-17,108,20.9,18.1,26.5
990,1910-06-18,108,24.5,17.6,31.5
991,1910-06-19,108,18.6,17.0,22.8
992,1910-06-20,108,17.9,15.0,22.5
993,1910-06-21,108,19.4,16.3,24.5
994,1910-06-22,108,18.4,17.3,20.4
995,1910-06-23,108,20.1,15.6,27.2
996,1910-06-24,108,21.4,14.4,29.3
997,1910-06-25,108,22.0,17.6,28.3
998,1910-06-26,108,19.3,16.9,23.7
999,1910-06-27,108,18.6,14.6,24.8
1000,1910-06-28,108,19.0,12.8,25.3
1001,1910-06-29,108,20.6,16.6,25.1
1002,1910-06-30,108,24.2,17.7,31.5
1003,1910-07-01,108,23.2,18.7,28.8
1004,1910-07-02,108,17.8,15.9,20.0
1005,1910-07-03,108,21.2,17.4,25.9
1006,1910-07-04,108,21.3,16.3,27.4
1007,1910-07-05,108,22.2,17.7,27.5
1008,1910-07-06,108,21.1,19.2,22.9
1009,1910-07-07,108,23.3,21.4,26.3
1010,1910-07-08,108,22.8,20.7,26.2
1011,1910-07-09,108,21.7,19.4,24.8
1012,1910-07-10,108,20.4,18.7,24.4
1013,1910-07-11,108,22.6,20.1,27.0
1014,1910-07-12,108,24.2,19.9,29.7
1015,1910-07-13,108,23.5,19.8,28.3
1016,1910-07-14,108,21.6,19.7,24.3
1017,1910-07-15,108,23.2,20.0,27.8
1018,1910-07-16,108,19.5,18.8,22.8
1019,1910-07-17,108,21.7,18.4,24.3
1020,1910-07-18,108,22.3,21.1,23.8
1021,1910-07-19,108,24.7,21.0,30.6
1022,1910-07-20,108,22.3,20.9,25.6
1023,1910-07-21,108,23.5,20.7,28.0
1024,1910-07-22,108,23.0,21.2,26.3
1025,1910-07-23,108,24.8,20.9,28.9
1026,1910-07-24,108,24.3,21.0,28.5
1027,1910-07-25,108,25.4,22.1,30.3
1028,1910-07-26,108,24.3,23.4,25.8
1029,1910-07-27,108,25.1,23.4,28.0
1030,1910-07-28,108,26.8,22.3,32.6
1031,1910-07-29,108,28.0,25.0,32.4
1032,1910-07-30,108,28.4,24.9,33.3
1033,1910-07-31,108,28.0,25.2,32.1
1034,1910-08-01,108,27.0,23.5,32.0
1035,1910-08-02,108,26.8,23.7,31.6
1036,1910-08-03,108,26.8,22.8,31.4
1037,1910-08-04,108,25.6,23.6,31.2
1038,1910-08-05,108,26.8,23.2,32.0
1039,1910-08-06,108,25.7,22.7,29.9
1040,1910-08-07,108,24.0,20.2,29.0
1041,1910-08-08,108,24.7,20.2,30.3
1042,1910-08-09,108,25.3,20.5,30.6
1043,1910-08-10,108,24.5,20.1,30.6
1044,1910-08-11,108,25.3,20.6,31.5
1045,1910-08-12,108,24.9,21.5,31.0
1046,1910-08-13,108,23.4,20.2,30.6
1047,1910-08-14,108,23.6,19.2,29.5
1048,1910-08-15,108,21.9,19.3,27.4
1049,1910-08-16,108,22.7,19.5,28.1
1050,1910-08-17,108,22.3,19.4,27.4
1051,1910-08-18,108,22.2,16.7,28.4
1052,1910-08-19,108,20.4,16.8,25.2
1053,1910-08-20,108,23.6,17.3,29.5
1054,1910-08-21,108,23.1,21.0,26.5
1055,1910-08-22,108,25.4,22.6,29.0
1056,1910-08-23,108,25.4,22.6,28.9
1057,1910-08-24,108,25.1,22.4,29.0
1058,1910-08-25,108,25.6,20.8,31.5
1059,1910-08-26,108,25.1,22.7,31.2
1060,1910-08-27,108,23.0,21.8,26.0
1061,1910-08-28,108,21.7,19.4,23.9
1062,1910-08-29,108,22.9,18.2,27.8
1063,1910-08-30,108,23.4,20.7,29.0
1064,1910-08-31,108,23.3,21.1,25.4
1065,1910-09-01,108,23.4,22.0,24.8
1066,1910-09-02,108,21.4,19.2,25.3
1067,1910-09-03,108,20.5,17.1,24.7
1068,1910-09-04,108,20.1,17.7,23.0
1069,1910-09-05,108,19.5,17.0,24.0
1070,1910-09-06,108,20.4,15.7,26.4
1071,1910-09-07,108,19.7,14.2,25.6
1072,1910-09-08,108,21.5,16.3,27.0
1073,1910-09-09,108,21.1,17.0,26.3
1074,1910-09-10,108,21.6,18.5,26.3
1075,1910-09-11,108,19.9,17.6,25.0
1076,1910-09-12,108,18.3,15.2,22.4
1077,1910-09-13,108,18.7,15.3,23.9
1078,1910-09-14,108,19.2,14.7,24.4
1079,1910-09-15,108,17.7,10.4,25.5
1080,1910-09-16,108,18.3,11.6,25.5
1081,1910-09-17,108,19.7,14.2,26.8
1082,1910-09-18,108,20.3,14.5,26.8
1083,1910-09-19,108,19.8,16.7,24.6
1084,1910-09-20,108,18.7,14.3,24.2
1085,1910-09-21,108,17.0,11.0,24.4
1086,1910-09-22,108,19.2,14.9,25.7
1087,1910-09-23,108,20.0,15.2,25.6
1088,1910-09-24,108,19.4,17.0,23.2
1089,1910-09-25,108,14.9,11.8,17.4
1090,1910-09-26,108,16.2,10.4,20.5
1091,1910-09-27,108,17.6,13.0,24.0
1092,1910-09-28,108,16.2,10.2,23.7
1093,1910-09-29,108,16.4,11.9,23.5
1094,1910-09-30,108,16.7,12.4,22.2
1095,1910-10-01,108,18.1,13.7,22.9
1096,1910-10-02,108,15.7,8.3,23.5
1097,1910-10-03,108,15.8,9.8,24.1
1098,1910-10-04,108,15.3,9.6,22.5
1099,1910-10-05,108,15.4,8.5,23.2
1100,1910-10-06,108,16.5,10.0,22.7
1101,1910-10-07,108,17.6,14.9,22.4
1102,1910-10-08,108,15.4,10.4,20.5
1103,1910-10-09,108,9.4,6.9,13.4
1104,1910-10-10,108,7.3,1.3,15.3
1105,1910-10-11,108,10.1,1.8,19.1
1106,1910-10-12,108,15.4,7.9,21.9
1107,1910-10-13,108,14.1,10.6,20.3
1108,1910-10-14,108,13.5,6.7,21.8
1109,1910-10-15,108,14.2,6.3,23.8
1110,1910-10-16,108,12.9,5.4,21.5
1111,1910-10-17,108,13.1,6.0,24.0
1112,1910-10-18,108,13.5,5.4,22.6
1113,1910-10-19,108,14.3,8.0,20.4
1114,1910-10-20,108,16.3,10.4,22.5
1115,1910-10-21,108,15.1,9.8,22.0
1116,1910-10-22,108,14.5,7.0,23.4
1117,1910-10-23,108,15.2,7.3,23.5
1118,1910-10-24,108,12.5,5.5,19.0
1119,1910-10-25,108,10.4,2.3,20.0
1120,1910-10-26,108,11.2,4.8,20.6
1121,1910-10-27,108,11.5,4.1,20.8
1122,1910-10-28,108,11.5,3.7,21.0
1123,1910-10-29,108,11.9,3.7,20.1
1124,1910-10-30,108,13.0,4.5,23.0
1125,1910-10-31,108,14.1,7.3,19.6
1126,1910-11-01,108,15.0,10.4,20.2
1127,1910-11-02,108,11.8,6.7,18.4
1128,1910-11-03,108,4.8,0.2,10.0
1129,1910-11-04,108,3.6,-4.1,12.0
1130,1910-11-05,108,8.0,1.4,14.3
1131,1910-11-06,108,7.0,1.3,15.9
1132,1910-11-07,108,8.6,0.2,18.2
1133,1910-11-08,108,10.4,4.3,17.7
1134,1910-11-09,108,10.9,5.1,15.7
1135,1910-11-10,108,6.6,4.2,10.5
1136,1910-11-11,108,9.3,6.2,12.7
1137,1910-11-12,108,6.9,1.7,13.0
1138,1910-11-13,108,1.8,-2.1,8.0
1139,1910-11-14,108,5.4,-1.7,11.0
1140,1910-11-15,108,7.2,4.5,9.0
1141,1910-11-16,108,0.0,-4.2,6.7
1142,1910-11-17,108,-1.9,-4.6,0.8
1143,1910-11-18,108,-2.1,-4.7,1.3
1144,1910-11-19,108,-3.3,-8.4,2.5
1145,1910-11-20,108,2.5,-3.9,6.9
1146,1910-11-21,108,3.6,-1.8,11.3
1147,1910-11-22,108,5.5,-0.8,12.0
1148,1910-11-23,108,6.8,3.4,9.8
1149,1910-11-24,108,4.5,-0.5,11.0
1150,1910-11-25,108,4.4,-1.6,11.3
1151,1910-11-26,108,5.0,-0.3,11.1
1152,1910-11-27,108,3.5,-1.6,10.5
1153,1910-11-28,108,5.3,0.5,7.6
1154,1910-11-29,108,7.5,3.6,10.7
1155,1910-11-30,108,6.3,5.1,8.2
1156,1910-12-01,108,-1.3,-6.8,5.1
1157,1910-12-02,108,-7.0,-9.9,-3.8
1158,1910-12-03,108,-3.9,-9.2,-0.6
1159,1910-12-04,108,-2.5,-4.7,1.7
1160,1910-12-05,108,-2.2,-4.7,1.6
1161,1910-12-06,108,-1.8,-6.6,3.6
1162,1910-12-07,108,-3.4,-8.7,2.5
1163,1910-12-08,108,-5.0,-9.6,0.2
1164,1910-12-09,108,-9.6,-13.0,-4.7
1165,1910-12-10,108,-11.6,-14.8,-8.2
1166,1910-12-11,108,-13.6,-16.8,-9.7
1167,1910-12-12,108,-11.6,-16.8,-5.7
1168,1910-12-13,108,-5.5,-13.0,-0.2
1169,1910-12-14,108,-5.7,-10.8,1.3
1170,1910-12-15,108,-4.9,-12.0,3.1
